L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes,PLQY_in_train
FC(F)(F)c1[c-]c(-c2ncccn2)cc(C(F)(F)F)c1,FC(F)(F)c1[c-]c(-c2ncccn2)cc(C(F)(F)F)c1,[O-]/C(=N\c1nnc(-c2ccccc2)o1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,Ir4,0,531,0.006,1.09,CH2Cl2,10.1016/j.dyepig.2023.111738,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCN(CC)C(=S)[S-],,Ir1@DEDTC,0,550,0.107,0.0013,CH3CN,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,S=C([S-])N1CCOCC1,,Ir1@MORDTC,0,550,0.0046,0.00218,CH3CN,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COC(=S)[S-],,Ir1@MEDTC,0,550,0.085,0.00578,CH3CN,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,1
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,CCN(CC)C(=S)[S-],,Ir2@DEDTC,0,610,0.025,0.146,CH3CN,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,1
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,S=C([S-])N1CCOCC1,,Ir2@MORDTC,0,610,0.022,0.109,CH3CN,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,1
O=Cc1c[c-]c(-c2ccccn2)cc1,O=Cc1c[c-]c(-c2ccccn2)cc1,Cc1ccnc(-c2cc(C)ccn2)c1,[Cl-],IrA1,1,551,0.1383,,CH3OH,10.1021/acs.jmedchem.3c01875,,1
[c-]1cc(-c2nc3ccccc3s2)ccc1-c1ccccn1,[c-]1cc(-c2nc3ccccc3s2)ccc1-c1ccccn1,Cc1ccnc(-c2cc(C)ccn2)c1,[Cl-],IrA2,1,548,0.0633,,CH3OH,10.1021/acs.jmedchem.3c01875,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=Cc1ccnc(-c2cc(C=O)ccn2)c1,[Cl-],IrB1,1,589,0.0124,,CH3OH,10.1021/acs.jmedchem.3c01875,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,[Cl-],IrB2,1,624,0.0441,,CH3OH,10.1021/acs.jmedchem.3c01875,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4ccccc4n3)nc3c4ccccc4c4ccccc4c32)cc1,FC(F)(F)[S-](=O)(=O)=O,Ir(NC2)2(NN1),1,635,0.2,2.22,CH2Cl2,10.1021/acs.inorgchem.3c02915,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4ccccc4n3)nc3c4cccnc4c4ncccc4c32)cc1,FC(F)(F)[S-](=O)(=O)=O,Ir(NC2)2(NN2),1,588,0.56,0.58,CH2Cl2,10.1021/acs.inorgchem.3c02915,dual coordination mode of the L3 ligand is potentially possible,1
[c-]1ccc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3cccc4c5nccnc5c1c2c34,[c-]1ccc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3cccc4c5nccnc5c1c2c34,CC(=O)/C=C(/C)[O-],,(PyPz-TPA)2-Ir(acac),0,697,0.09,0.27,CH2Cl2,10.1016/j.cej.2023.146031,,1
[c-]1ccc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3cccc4c5nc6ccccc6nc5c1c2c34,[c-]1ccc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3cccc4c5nc6ccccc6nc5c1c2c34,CC(=O)/C=C(/C)[O-],,(PyQl-TPA)2-Ir(acac),0,802,0.21,0.29,CH2Cl2,10.1016/j.cej.2023.146031,,1
C=CCC(N)c1ccc(-c2[c-]cccc2)nc1,C=CCC(N)c1ccc(-c2[c-]cccc2)nc1,O=C([O-])c1ccccn1,,IrHAA,0,530,0.0281,,CH3CN,10.1039/d3ra06936b,,1
O=Cc1ccc(-c2[c-]cccc2)nc1,O=Cc1ccc(-c2[c-]cccc2)nc1,O=C([O-])c1ccccn1,,IrCHO,0,610,0.0153,,CH3CN,10.1039/d3ra06936b,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir1,1,718,0.003,,CH3CN,10.1002/zaac.202300169,,1
Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)c(F)c1,Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)c(F)c1,c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir2,1,629,0.07,,CH3CN,10.1002/zaac.202300169,,1
[c-]1ccccc1-c1ncc(-c2ccccc2)o1,[c-]1ccccc1-c1ncc(-c2ccccc2)o1,c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir3,1,715,0.006,,CH3CN,10.1002/zaac.202300169,,1
[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir4,1,658,0.035,,CH3CN,10.1002/zaac.202300169,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COC(=O)CN/C([S-])=C/c1nc2ccccc2[nH]1,,5,0,524,0.38,,CHCl3,10.1039/d3cc02296j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COC(=O)C(Cc1ccccc1)N/C([S-])=C/c1nc2ccccc2[nH]1,,6,0,524,0.3,,CHCl3,10.1039/d3cc02296j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCO/C([S-])=C/c1nc2ccccc2[nH]1,,8,0,500,0.02,,CHCl3,10.1039/d3cc02296j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCCN/C([S-])=C/c1nc2ccccc2[nH]1,,9,0,524,0.22,,CHCl3,10.1039/d3cc02296j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C=CCN/C([S-])=C/c1nc2ccccc2[nH]1,,10,0,520,0.24,,CHCl3,10.1039/d3cc02296j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C#CCN/C([S-])=C/c1nc2ccccc2[nH]1,,11,0,510,0.067,,CHCl3,10.1039/d3cc02296j,,1
Cc1nc2ccccc2nc1-c1[c-]cccc1,Cc1nc2ccccc2nc1-c1[c-]cccc1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,Ir-0,0,660,0.117,0.07,2-MeTHF,10.1021/acs.inorgchem.9b02477,,1
Cc1nc2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2nc1-c1[c-]cccc1,Cc1nc2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2nc1-c1[c-]cccc1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,Ir-1,0,673,0.136,0.07,2-MeTHF,10.1021/acs.inorgchem.9b02477,,1
Cc1nc2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2nc1-c1[c-]cccc1,Cc1nc2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2nc1-c1[c-]cccc1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,Ir-2,0,665,0.189,0.08,2-MeTHF,10.1021/acs.inorgchem.9b02477,,1
FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,[O-]c1ccccc1-c1cn2ccccc2n1,,2a,0,618,0.399,,CH2Cl2,10.17344/acsi.2019.5242,,1
FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,[O-]c1ccccc1-n1cc2ccccc2n1,,2b,0,628,0.519,,CH2Cl2,10.17344/acsi.2019.5242,,1
Fc1cc(F)c2sc(-c3[c-]cccc3)nc2c1,Fc1cc(F)c2sc(-c3[c-]cccc3)nc2c1,O=C([O-])c1ccccn1,,(dfbt)2Ir(pic),0,572,0.99,1.23,CH2Cl2,10.1177/1747519819889014,,1
Fc1cc(F)c2sc(-c3[c-]cccc3)nc2c1,Fc1cc(F)c2sc(-c3[c-]cccc3)nc2c1,CC(=O)/C=C(/C)[O-],,(dfbt)2Ir(acac),0,591,0.549,0.98,CH2Cl2,10.1177/1747519819889014,,1
Cc1cc(C)c(-n2ncnc2-c2[c-]cccc2)c(C)c1,Cc1cc(C)c(-n2ncnc2-c2[c-]cccc2)c(C)c1,Cn1nnnc1-c1ccccn1,F[P-](F)(F)(F)(F)F,1,1,566,0.074,0.065,CH3CN,10.1039/C9CC08545A,the atmosphere of measurements is not stated ,0
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CCn1c2ccccc2c2cc(/C([O-])=C/C(=O)c3ccc(C(C)(C)C)cc3)ccc21,,(DfPPy)2Ir(PhCzKt),0,620,0.064,0.074,CH2Cl2,10.1016/j.jlumin.2019.116655,,1
CCC1(CC)c2ccccc2-c2c[c-]c(-c3nccs3)cc21,CCC1(CC)c2ccccc2-c2c[c-]c(-c3nccs3)cc21,CC(=O)/C=C(/C)[O-],,3,0,587,0.47,1.47,CH2Cl2,10.1016/j.jorganchem.2016.11.018,,1
[c-]1cc2c(cc1-c1nccs1)c1ccccc1n2-c1ccccc1,[c-]1cc2c(cc1-c1nccs1)c1ccccc1n2-c1ccccc1,CC(=O)/C=C(/C)[O-],,4,0,547,0.29,1.4,CH2Cl2,10.1016/j.jorganchem.2016.11.018,,1
[c-]1c(-c2nccs2)ccc2c1c1ccccc1n2-c1ccccc1,[c-]1c(-c2nccs2)ccc2c1c1ccccc1n2-c1ccccc1,CC(=O)/C=C(/C)[O-],,5,0,611,0.26,1.21,CH2Cl2,10.1016/j.jorganchem.2016.11.018,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3ccccc3n2)nc1,F[P-](F)(F)(F)(F)F,1,1,625,0.13,0.94,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3ccc4ccccc4c3n2)nc1,F[P-](F)(F)(F)(F)F,2,1,593,0.017,0.15,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,3,1,657,0.12,0.93,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2nc(-c3ccc4ccc5ccccc5c4n3)ccc2c1,F[P-](F)(F)(F)(F)F,4,1,645,0.085,1.34,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3cc4ccccc4cc3n2)nc1,F[P-](F)(F)(F)(F)F,5,1,938,,,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2cc3nc(-c4ccc5ccccc5n4)ccc3cc2c1,F[P-](F)(F)(F)(F)F,6,1,904,,,CH2Cl2,10.1021/acs.inorgchem.7b00467,,1
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,[O-]c1ccccc1/C=N/c1ccccn1,,1,0,515,,,CH2Cl2,10.1039/c6ra24792j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[O-]c1ccccc1/C=N/c1ccccn1,,2,0,495,,,CH2Cl2,10.1039/c6ra24792j,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,[Cl-],Ir1,1,587,0.028,0.191,CH2Cl2,10.1039/C7DT01043E,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,[Cl-],Ir2,1,588,0.039,0.179,CH2Cl2,10.1039/C7DT01043E,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1F,[Cl-],Ir3,1,589,0.032,0.188,CH2Cl2,10.1039/C7DT01043E,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc(F)c1F,[Cl-],Ir4,1,593,0.029,0.187,CH2Cl2,10.1039/C7DT01043E,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c1F,[Cl-],Ir5,1,594,0.033,0.2,CH2Cl2,10.1039/C7DT01043E,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1c(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c(F)c1F,[Cl-],Ir6,1,600,0.025,0.191,CH2Cl2,10.1039/C7DT01043E,,1
FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,[O-]c1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)o1,,Ir1,0,503,0.9304,2.28,CH2Cl2,10.1039/c6dt03919g,,1
FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,[O-]c1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)s1,,Ir2,0,579,0.2432,2.21,CH2Cl2,10.1039/c6dt03919g,,1
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Brc1ccnc(-c2cc(Br)ccn2)c1,F[P-](F)(F)(F)(F)F,Ir1,1,633,0.16,2.58,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Brc1ccc(-c2ccc(Br)cn2)nc1,F[P-](F)(F)(F)(F)F,Ir2,1,621,0.37,2.59,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1c(-c2ccccn2)sc2ccccc12,[c-]1c(-c2ccccn2)sc2ccccc12,Brc1ccnc(-c2cc(Br)ccn2)c1,F[P-](F)(F)(F)(F)F,Ir3,1,617,0.29,2.67,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1c(-c2ccccn2)sc2ccccc12,[c-]1c(-c2ccccn2)sc2ccccc12,Brc1ccc(-c2ccc(Br)cn2)nc1,F[P-](F)(F)(F)(F)F,Ir4,1,599,0.16,2.68,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F,Ir5,1,579,0.26,2.61,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1c(-c2ccccn2)sc2ccccc12,[c-]1c(-c2ccccn2)sc2ccccc12,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F,Ir6,1,594,0.12,2.51,CH2Cl2,10.1016/j.ica.2019.119060,,1
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,O=Cc1cc2cccnc2c2ncccc12,[Cl-],[(pq)2Ir(phen-CHO)]Cl,1,564,0.23,,CH3CN,10.1016/j.jorganchem.2019.120874,,1
[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,O=Cc1cc2cccnc2c2ncccc12,[Cl-],[(bzq)2Ir(phen-CHO)]Cl,1,602,0.12,,CH3CN,10.1016/j.jorganchem.2019.120874,,1
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1cnc2c(c1)ccc1cn[n-]c12,,1,0,534,0.42,69.8,CH3CN,10.1002/asia.201700556,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cn[n-]c12,,2,0,530,0.08,3.6,CH3CN,10.1002/asia.201700556,,1
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1cnc2c(c1)ccc1cn[n-]c12,,3,0,607,0.38,2.1,CH3CN,10.1002/asia.201700556,,1
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1cnc2c(c1)ccc1cn[n-]c12,,4,0,593,0.04,1.3,CH3CN,10.1002/asia.201700556,,1
Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,CC(=O)/C=C(/C)[O-],,1F-Ir,0,495,0.73,,CH2Cl2,10.1039/C6NJ03634A,,1
Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)c(F)c1,Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)c(F)c1,CC(=O)/C=C(/C)[O-],,2F-Ir,0,495,0.81,,CH2Cl2,10.1039/C6NJ03634A,,1
Fc1[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc(F)c1F,Fc1[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc(F)c1F,CC(=O)/C=C(/C)[O-],,3F-Ir,0,498,0.68,,CH2Cl2,10.1039/C6NJ03634A,,1
[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1,[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1,CC(=O)/C=C(/C)[O-],,0F-Ir,0,520,0.65,,CH2Cl2,10.1039/C6NJ03634A,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=P([O-])(O)c1ccccn1,,1,0,506,0.46,0.56,CH3CN,10.1021/acsomega.9b02311,,1
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=P([O-])(O)c1nccc2ccccc12,,2,0,594,0.09,0.66,CH3CN,10.1021/acsomega.9b02311,,1
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=P([O-])(O)c1ccccn1,,3,0,476,0.58,0.63,CH3CN,10.1021/acsomega.9b02311,,1
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=P([O-])(O)c1nccc2ccccc12,,4,0,568,0.02,0.97,CH3CN,10.1021/acsomega.9b02311,,1
FS(F)(F)(F)(F)c1cc[c-]c(-c2ncccn2)c1,FS(F)(F)(F)(F)c1cc[c-]c(-c2ncccn2)c1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,1,0,507,0.98,1.62,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1c[c-]c(-c2ncccn2)cc1,FS(F)(F)(F)(F)c1c[c-]c(-c2ncccn2)cc1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,2,0,533,0.89,1.81,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,FS(F)(F)(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,3,0,607,0.8,2.1,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,FS(F)(F)(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,4,0,627,0.51,1.87,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1,FS(F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1,O=P(N=P([O-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,,5,0,498,0.86,1.61,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1,FS(F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1,O=P(N=P([O-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,,6,0,525,0.9,2.04,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1,FS(F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1,S=P(N=P([S-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,,7,0,480,0.69,1.66,CH2Cl2,10.1021/acs.organomet.9b00392,,1
FS(F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1,FS(F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1,S=P(N=P([S-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,,8,0,495,0.66,1.68,CH2Cl2,10.1021/acs.organomet.9b00392,,1
CC(C)(C)c1c[c-]c(-n2cccn2)cc1,CC(C)(C)c1c[c-]c(-n2cccn2)cc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,RED1,1,651,0.21,0.76,CH3CN,10.1002/chem.201902887,QY measured in film,0
CCCCc1c[c-]c(-n2cccn2)cc1,CCCCc1c[c-]c(-n2cccn2)cc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,RED2,1,656,0.09,0.34,CH3CN,10.1002/chem.201902887,QY measured in film,0
CC(C)(C)c1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1c[c-]c(-c2ccccn2)cc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,RED3,1,685,0.15,0.4,CH3CN,10.1002/chem.201902887,QY measured in film,0
CCCCc1c[c-]c(-c2ccccn2)cc1,CCCCc1c[c-]c(-c2ccccn2)cc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,RED4,1,686,0.03,0.24,CH3CN,10.1002/chem.201902887,QY measured in film,0
[c-]1c(-c2ccccn2)sc2ccccc12,[c-]1c(-c2ccccn2)sc2ccccc12,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,F[P-](F)(F)(F)(F)F,RED5,1,640,0.11,0.49,CH3CN,10.1002/chem.201902887,QY measured in film,0
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,Cc1cc(C)c(-c2ccnc(-c3cc(C(F)(F)F)n[n-]3)c2)c(C)c1,,12,0,457,0.62,2.3,CH2Cl2,10.1039/c7dt02289a,,1
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,Cc1cc(C)c(-c2ccnc(-c3cc(C(F)(F)F)n[n-]3)c2)c(C)c1,,13,0,466,0.52,3.13,CH2Cl2,10.1039/c7dt02289a,,1
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,FC(F)(F)c1cc(-c2ccccn2)[n-]n1,,14,0,457,0.7,2.74,CH2Cl2,10.1039/c7dt02289a,,1
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,FC(F)(F)c1cc(-c2ccccn2)[n-]n1,,15,0,467,0.64,3.3,CH2Cl2,10.1039/c7dt02289a,,1
O=C1c2c[c-]c(-c3ccc4ccccc4n3)cc2C(=O)c2ccccc21,O=C1c2c[c-]c(-c3ccc4ccccc4n3)cc2C(=O)c2ccccc21,c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir1,1,565,0.74,1.79,CH3CN,10.1007/s11426-019-9583-4,,1
O=C1c2c[c-]c(-c3ccccn3)cc2C(=O)c2ccccc21,O=C1c2c[c-]c(-c3ccccn3)cc2C(=O)c2ccccc21,c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir2,1,541,0.01,0.65,CH3CN,10.1007/s11426-019-9583-4,,1
O=C1c2ccccc2C(=O)c2cc(-c3c[c-]c(-c4ccccn4)cc3)ccc21,O=C1c2ccccc2C(=O)c2cc(-c3c[c-]c(-c4ccccn4)cc3)ccc21,c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir3,1,549,0.02,1.42,CH3CN,10.1007/s11426-019-9583-4,,1
O=C1c2ccccc2C(=O)c2cc(-c3ccc(-c4[c-]cccc4)nc3)ccc21,O=C1c2ccccc2C(=O)c2cc(-c3ccc(-c4[c-]cccc4)nc3)ccc21,c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F,Ir4,1,562,0.05,1.0,CH3CN,10.1007/s11426-019-9583-4,,1
